"Code","Description","Version"
"I32B","REV KNEE -CCC -INFC/INFLM PROS","6.0x"
"I32C","KNEE REVISION -CSCC","6.0x"
"I60Z","FEMORAL SHAFT FRACTURES","6.0x"
"I61A","DISTAL FEMORAL FRACTURES +CC","6.0x"
"I61B","DISTAL FEMORAL FRACTURES -CC","6.0x"
"I63A","SPR,STR&DSLC HIP,PELV&THIGH+CC","6.0x"
"I63B","SPR,STR&DSLC HIP,PELV&THIGH-CC","6.0x"
"I64A","OSTEOMYELITIS +CSCC","6.0x"
"I64B","OSTEOMYELITIS -CSCC","6.0x"
"I65A","MUSCSKEL MALIG NEO+CCC","6.0x"
"I65B","MUSCSKEL MALIG NEO -CCC -RADIO","6.0x"
"I66A","INFLM MUSCL DSR +CSCC","6.0x"
"I66B","INFLM MUSCULSKTL DSR -CSCC","6.0x"
"I67A","SEPTIC ARTHRITIS +CSCC","6.0x"
"I67B","SEPTIC ARTHRITIS -CSCC","6.0x"
"I68A","NON-SURG SPINAL DISORDERS +CC","6.0x"
"I68B","NON-SURG SPINAL DISORDERS -CC","6.0x"
"I68C","NON-SURG SPINAL DISORDERS, SD","6.0x"
"I69A","BONE DISEASES AND ARTHROP+CSCC","6.0x"
"I69B","BONE DISEASES AND ARTHROP-CSCC","6.0x"
"I71A","OTH MUSCTENDIN DISRD +CSCC","6.0x"
"I71B","OTH MUSCTENDIN DISRD -CSCC","6.0x"
"I72A","SPEC MUSCTEND DISRD +CSCC","6.0x"
"I72B","SPEC MUSCTEND DISRD -CSCC","6.0x"
"M01B","MAJOR MALE PELVIC PROCS -CSCC","6.0x"
"M02A","TRANSURETHRAL PROSTECTOMY+CSCC","6.0x"
"M02B","TRANSURETHRAL PROSTECTOMY-CSCC","6.0x"
"M03Z","PENIS PROCEDURES","6.0x"
"M04Z","TESTES PROCEDURES","6.0x"
"M05Z","CIRCUMCISION","6.0x"
"M06A","OTH MALE REPROD SYS OR PR +CC","6.0x"
"M06B","OTH MALE REPROD SYS OR PR -CC","6.0x"
"M40Z","CYSTOURETHROSCOPY, SAMEDAY","6.0x"
"M60A","MALIGNANCY, MALE REPR SYS+CSCC","6.0x"
"M60B","MALIGNANCY, MALE REPR SYS-CSCC","6.0x"
"M61Z","BENIGN PROSTATIC HYPERTROPHY","6.0x"
"M62Z","INFLAMMATION MALE REPRD SYSTEM","6.0x"
"M63Z","STERILISATION, MALE","6.0x"
"M64Z","OTHER MALE REPRODUCTIVE SYS DX","6.0x"
"N01Z","PELVIC EVSCRTN & RADCL VLVCTMY","6.0x"
"N04A","HYSTERECTOMY FOR NON-MALG+CSCC","6.0x"
"N04B","HYSTERECTOMY FOR NON-MALG-CSCC","6.0x"
"N05A","OOPH&COM FAL TUBE PR NMAL+CSCC","6.0x"
"N05B","OOPH&COM FAL TUBE PR NMAL-CSCC","6.0x"
"N06A","FEM REP SYS RECONSTRCT PR+CSCC","6.0x"
"N06B","FEM REP SYS RECONSTRCT PR-CSCC","6.0x"
"N07Z","OTH UTERN & ADNEXA PR FOR NMAL","6.0x"
"N08Z","ENDOS & LAPAR PR, FEM REPR SYS","6.0x"
"N09Z","OTH VAGINA, CERVIX &VULVA PROC","6.0x"
"N10Z","DXC CURETTGE, DXC HYSTEROSCOPY","6.0x"
"N11Z","OTH FEMALE REPRODUCTIVE SYS PR","6.0x"
"N12A","UTRS & ADNX PR FOR MAL +CCC","6.0x"
"N12B","UTRS & ADNX PR FOR MAL -CCC","6.0x"
"N60A","MALIGNANCY FEM REPROD SYS +CCC","6.0x"
"N60B","MALIGNANCY FEM REPROD SYS -CCC","6.0x"
"N61Z","INFECTIONS, FEMALE REPROD SYST","6.0x"
"N62Z","MNSTRL & OTH FEM REPR SYS DIS","6.0x"
"O01A","CAESAREAN DELIVERY +CCC","6.0x"
"O01B","CAESAREAN DELIVERY +SCC","6.0x"
"O01C","CAESAREAN DELIVERY -CSCC","6.0x"
"O02A","VAGINAL DELIVERY +OR PR +CSCC","6.0x"
"O02B","VAGINAL DELIVERY +OR PR -CSCC","6.0x"
"O03A","ECTOPIC PREGNANCY +CC","6.0x"
"O03B","ECTOPIC PREGNANCY -CC","6.0x"
"O04A","POSTPARTUM&POST ABORTN+PR+CSCC","6.0x"
"O04B","POSTPARTUM&POST ABORTN+PR-CSCC","6.0x"
"O05Z","ABORTION+ OR PROC","6.0x"
"F63B","VENOUS THROMBOSIS -CSCC","6.0x"
"F64A","SKN ULCERS CIRC DISORD +CSCC","6.0x"
"F64B","SKN ULCERS CIRC DISORD -CSCC","6.0x"
"F65A","PERIPHERAL VASCULAR DSRD +CSCC","6.0x"
"F65B","PERIPHERAL VASCULAR DSRD -CSCC","6.0x"
"F66A","CORONARY ATHEROSCLEROSIS +CSCC","6.0x"
"F66B","CORONARY ATHEROSCLEROSIS -CSCC","6.0x"
"F67A","HYPERTENSION +CSCC","6.0x"
"F67B","HYPERTENSION -CSCC","6.0x"
"F68A","CONGENITAL HEART DISEASE +CC","6.0x"
"F68B","CONGENITAL HEART DISEASE -CC","6.0x"
"F69A","VALVULAR DISORDERS +CSCC","6.0x"
"F69B","VALVULAR DISORDERS -CSCC","6.0x"
"F72A","UNSTABLE ANGINA +CSCC","6.0x"
"F72B","UNSTABLE ANGINA -CSCC","6.0x"
"F73A","SYNCOPE & COLLAPSE +CSCC","6.0x"
"F73B","SYNCOPE & COLLAPSE -CSCC","6.0x"
"F74Z","CHEST PAIN","6.0x"
"F75A","OTHER CIRCULATRY SYSTEM DX+CCC","6.0x"
"F75B","OTH CIRCULATRY SYSTEM DX+SMCC","6.0x"
"F75C","OTHER CIRCULATY SYSTEM DX-CC","6.0x"
"F76A","ARRHY, CARD & COND DISDR +CSCC","6.0x"
"F76B","ARRHY, CARD & COND DISDR -CSCC","6.0x"
"G01A","RECTAL RESECTION +CCC","6.0x"
"G01B","RECTAL RESECTION -CCC","6.0x"
"G02A","MJR SMALL & LARGE BOWEL PR+CCC","6.0x"
"G02B","MJR SMALL & LARGE BOWEL PR-CCC","6.0x"
"G03A","STOMCH,OESPH&DUODNL PR+MAL/CCC","6.0x"
"G03B","STMCH,OESPHGL&DDNL PR-MAL+SMCC","6.0x"
"G03C","STMCH,OESPHGL&DDNL PR-MAL-CC","6.0x"
"G04A","PERITONEAL ADHESOLYSIS +CCC","6.0x"
"G04B","PRTNL ADHLY +SMCC","6.0x"
"G04C","PERITONEAL ADHESOLYSIS -CC","6.0x"
"G05A","MNR SMALL&LARGE BOWEL PR +CCC","6.0x"
"G05B","MNR SMALL&LARGE BOWEL PR +SMCC","6.0x"
"G05C","MNR SMALL & LARGE BOWEL PR -CC","6.0x"
"G06Z","PYLOROMYOTOMY PROCEDURE","6.0x"
"G07A","APPENDCTMY +MALIG/PERITON/CSCC","6.0x"
"G07B","APPENDCTMY -MALIG-PERITON-CSCC","6.0x"
"G10A","HERNIA PROCEDURES +CC","6.0x"
"G10B","HERNIA PROCEDURES -CC","6.0x"
"G11Z","ANAL & STOMAL PROCEDURES","6.0x"
"G12A","OTH DIGEST SYS OR PR+CCC","6.0x"
"G12B","OTH DIGEST SYS OR PR+SMCC","6.0x"
"G12C","OTH DIGEST SYS OR PR-CC","6.0x"
"G46A","COMPLEX GASTROSCOPY+CCC","6.0x"
"G46B","COMPLEX GASTROSCOPY-CCC","6.0x"
"G46C","COMPLEX GASTROSCOPY,SD","6.0x"
"I73A","AFTCARE MUSCSK IMPL +CSCC","6.0x"
"I73B","AFTCARE MUSCSK IMPL -CSCC","6.0x"
"I74Z","INJ FOREARM, WRIST, HAND, FOOT","6.0x"
"I75A","INJ SH,ARM,ELB,KN,LEG,ANKL +CC","6.0x"
"I75B","INJ SH,ARM,ELB,KN,LEG,ANKL -CC","6.0x"
"I76A","OTH MUSCULOSKELETL DSRD +CSCC","6.0x"
"I76B","OTH MUSCULOSKELETAL DSRD -CSCC","6.0x"
"I77A","FRACTURE OF PELVIS+CSCC","6.0x"
"I77B","FRACTURE OF PELVIS -CSCC","6.0x"
"I78A","FRACTURE NECK OF FEMUR +CSCC","6.0x"
"I78B","FRACTURE OF NECK FEMUR-CSCC","6.0x"
"I79A","PATHOLOGICAL FRACTURE +CCC","6.0x"
"I79B","PATHOLOGICAL FRACTURE -CCC","6.0x"
"J01A","MICRVS TSS TRNSF SKN/BRST+CSCC","6.0x"
"J01B","MICRVS TSS TRNSF SKN/BRST-CSCC","6.0x"
"J06A","MAJOR PROC FOR MAL BREAST DIS","6.0x"
"J06B","MAJOR PROC FOR NON-MAL BR DIS","6.0x"
"J06Z","InValid Class","6.0x"
"J07A","MINOR PROC FOR MAL BREAST DIS","6.0x"
"J07B","MINOR PROC FOR NON-MAL BR DIS","6.0x"
"J07Z","InValid Class","6.0x"
"J08A","OTH SKN GRF&/DBRDMNT PR +CC","6.0x"
"J08B","OTH SKN GRF&/DBRDMNT PR -CC","6.0x"
"J09Z","PERIANAL & PILONIDAL PR","6.0x"
"J10Z","SKN,SUBC TIS & BRST PLASTIC PR","6.0x"
"J11Z","OTHER SKIN, SUBC TIS & BRST PR","6.0x"
"J12A","L LMB PR +ULCR/CELS+CCC","6.0x"
"J12B","L LMB PR+ULCR/CELS-CCC-GRAFT","6.0x"
"J12C","L LMB PR+ULCR/CELS-CCC-GRAFT","6.0x"
"J13A","L LMB PR-ULC/CEL+CCC/(GFT+SCC)","6.0x"
"J13B","L LMB PR-ULC/CEL-CCC-(GFT+SCC)","6.0x"
"J14Z","MAJOR BREAST RECONSTRUCTIONS","6.0x"
"J60A","SKIN ULCERS +CCC","6.0x"
"J60B","SKIN ULCERS -CCC","6.0x"
"J60C","SKIN ULCERS, SAMEDAY","6.0x"
"J62A","MALIGNANT BREAST DISORDERS +CC","6.0x"
"J62B","MALIGNANT BREAST DISORDERS, SD","6.0x"
"J63A","NON-MALIGNANT BREAST DISORD+CC","6.0x"
"J63B","NON-MALIGNANT BREAST DISORD-CC","6.0x"
"J64A","CELLULITIS +CSCC","6.0x"
"J64B","CELLULITIS -CSCC","6.0x"
"J65A","TRAUMA TO SKN,SUB TIS&BST+CSCC","6.0x"
"J65B","TRAUMA TO SKN,SUB TIS&BST-CSCC","6.0x"
"J67A","MINOR SKIN DISORDERS","6.0x"
"J67B","MINOR SKIN DISORDERS, SAMEDAY","6.0x"
"J68A","MAJOR SKIN DISORDERS +CSCC","6.0x"
"J68B","MAJOR SKIN DISORDERS -CSCC","6.0x"
"J68C","MAJOR SKIN DISORDERS, SAMEDAY","6.0x"
"J69A","SKIN MALIGNANCY +CCC","6.0x"
"J69B","SKIN MALIGNANCY -CCC","6.0x"
"J69C","SKIN MALIGNANCY, SAMEDAY","6.0x"
"K01A","OR PR DIABETIC COMPLICATNS+CCC","6.0x"
"D66A","OTH EAR,NOSE,MOUTH&THRT DX +CC","6.0x"
"D66B","OTH EAR,NOSE,MOUTH&THRT DX -CC","6.0x"
"D67A","ORAL&DNTAL DIS-EXTRCT&RESTN","6.0x"
"D67B","ORAL&DNTAL DIS-EXTRCT&RESTN, SD","6.0x"
"E01A","MAJOR CHEST PROCEDURE +CCC","6.0x"
"E01B","MAJOR CHEST PROCEDURE -CCC","6.0x"
"E02A","OTHER RESPIRATRY SYS OR PR+CCC","6.0x"
"E02B","OTH RESPIRATRY SYS OR PR+SMCC","6.0x"
"E02C","OTHER RESPIRATY SYS OR PR -CC","6.0x"
"E40A","RESP DX W VENTILATOR SUPPT+CCC","6.0x"
"E40B","RESP DX W VENTILATOR SUPPT-CCC","6.0x"
"E41Z","RESP SYS DX +NON-INVAS VENTILN","6.0x"
"E42A","BRONCHOSCOPY +CCC","6.0x"
"E42B","BRONCHOSCOPY -CCC","6.0x"
"E42C","BRONCHOSCOPY SAMEDAY","6.0x"
"E60A","CYSTIC FIBROSIS +CSCC","6.0x"
"E60B","CYSTIC FIBROSIS -CSCC","6.0x"
"E61A","PULMONARY EMBOLISM +CCC","6.0x"
"E61B","PULMONARY EMBOLISM -CCC","6.0x"
"E62A","RESPIRATRY INFECTN/INFLAMM+CCC","6.0x"
"E62B","RESPIRATRY INFECTN/INFLAM+SMCC","6.0x"
"E62C","RESPIRATORY INFECTN/INFLAMM-CC","6.0x"
"E63Z","SLEEP APNOEA","6.0x"
"E64A","PULMONRY OEDEMA &RESP FAIL+CCC","6.0x"
"E64B","PULMONRY OEDEMA &RESP FAIL-CCC","6.0x"
"E65A","CHRNIC OBSTRCT AIRWAY DIS +CCC","6.0x"
"E65B","CHRNIC OBSTRCT AIRWAY DIS -CCC","6.0x"
"E66A","MAJOR CHEST TRAUMA +CCC","6.0x"
"E66B","MJR CHEST TRMA +SMCC","6.0x"
"E66C","MAJOR CHEST TRAUMA -CC","6.0x"
"E67A","RESPIRATRY SIGNS & SYMPTM+CSCC","6.0x"
"E67B","RESPIRTRY SIGNS & SYMPTM -CSCC","6.0x"
"E68A","PNEUMOTHORAX +CSCC","6.0x"
"E68B","PNEUMOTHORAX -CSCC","6.0x"
"E69A","BRONCHITIS & ASTHMA +CC","6.0x"
"E69B","BRNCHTS&ASTHMA -CC","6.0x"
"E70A","WHOOPNG CGH &ACTE BRNCHIO+CC","6.0x"
"E70B","WHOOPNG CGH &ACTE BRNCHIO-CC","6.0x"
"G47A","OTH GASTROSCOPY +CCC","6.0x"
"G47B","OTH GASTROSCOPY -CCC","6.0x"
"G47C","OTH GASTROSCOPY, SD","6.0x"
"G48A","COLONSCOPY +CSCC","6.0x"
"G48B","COLONSCOPY - CSCC","6.0x"
"G48C","COLONSCOPY, SD","6.0x"
"G60A","DIGESTIVE MALIGNANCY + CCC","6.0x"
"G60B","DIGESTIVE MALIGNANCY - CCC","6.0x"
"G61A","GI HAEMORRHAGE +CSCC","6.0x"
"G61B","GI HAEMORRHAGE - CSCC","6.0x"
"G62Z","COMPLICATED PEPTIC ULCER","6.0x"
"G63Z","UNCOMPLICATED PEPTIC ULCER","6.0x"
"G64A","INFLAMMATORY BOWEL DISEASE +CC","6.0x"
"G64B","INFLAMMATORY BOWEL DISEASE-CC","6.0x"
"G65A","GI OBSTRUCTION + CSCC","6.0x"
"G65B","GI OBSTRUCTION - CSCC","6.0x"
"G66Z","ABDMNL PAIN/MESENTRC ADENTS","6.0x"
"G67A","OESPHS, GASTR +CSCC","6.0x"
"G67B","OESPHS, GASTR -CSCC","6.0x"
"G70A","OTHER DIGESTIVE SYS DIAG +CSCC","6.0x"
"G70B","OTHER DIGESTIVE SYS DIAG -CSCC","6.0x"
"H01A","PANCREAS, LIVER & SHUNT PR+CCC","6.0x"
"H01B","PANCREAS, LIVER &SHUNT PR-CCC","6.0x"
"H02A","MJR BILIARY TRACT PR +CCC","6.0x"
"H02B","MJR BILIARY TRACT PR -CCC","6.0x"
"H02C","MJR BILIARY TRACT PR -CSCC","6.0x"
"H05A","HEPATOBILIARY DIAGNTIC PR +CCC","6.0x"
"H05B","HEPATOBILIARY DIAGNTIC PR -CCC","6.0x"
"H06A","OTH HEPTOBILRY & PANCRS PR+CCC","6.0x"
"H06B","OTH HEPTOBILRY &PANCRS PR-CCC","6.0x"
"H07A","OPEN CHOLECYSTECTOMY+CDE/+CCC","6.0x"
"H07B","OPEN CHOLECYSTECTOMY-CDE-CCC","6.0x"
"H08A","LAP CHOLECYSTECTMY+CDE/+CSCC","6.0x"
"H08B","LAP CHOLECYSTECTMY-CDE-CSCC","6.0x"
"H40A","ENDO PR BLEED OES VARICES +CCC","6.0x"
"H40B","ENDO PR BLEED OES VARICES -CCC","6.0x"
"H43A","ERCP PROCEDURE +CSCC","6.0x"
"H43B","ERCP PROCEDURE -CSCC","6.0x"
"H60A","CIRRHOSIS & ALC HEPATITIS +CCC","6.0x"
"H60B","CIRRHOSIS & ALC HEPATITIS+SMCC","6.0x"
"H60C","CIRRHOSIS & ALC HEPATITIS, SD","6.0x"
"H61A","MALG HEPATOBILIARY SYS PAN+CCC","6.0x"
"H61B","MALG HEPATOBILIAY SYS PANC-CCC","6.0x"
"H62A","DISORDERS PANCREAS-MALIG+CSCC","6.0x"
"H62B","DISORDERS PANCREAS-MALIG-CSCC","6.0x"
"H63A","DSRD LVR-MAL,CIRR,ALC HEP+CCC","6.0x"
"H63B","DSRD LVR-MAL,CIRR,ALC HEP-CCC","6.0x"
"H64A","DISORDERS OF BILIARY TRACT +CC","6.0x"
"H64B","DISORDERS OF BILIARY TRACT -CC","6.0x"
"I01A","BL/MLT MJ JT PR LWR EXT+RV/CCC","6.0x"
"I01B","BL/MLT MJ JT PR LWR EXT-RV-CCC","6.0x"
"I02A","MVTT/SKIN GRAFT+CSCC-HAND","6.0x"
"I02B","SKIN GRAFT -CSCC -HAND","6.0x"
"I03A","HIP REPLACEMENT + CCC","6.0x"
"I03B","HIP REPLACEMENT - CCC","6.0x"
"I04A","KNEE REPLACEMT +CSCC","6.0x"
"I04B","KNEE REPLACEMT -CSCC","6.0x"
"I05A","OTH JNT REPLACEMENT +CSCC","6.0x"
"I05B","OTH JNT REPLACEMENT -CSCC","6.0x"
"I06Z","SPINAL FUSION +DEFORMITY","6.0x"
"I07Z","AMPUTATION","6.0x"
"I08A","OTHER HIP & FEMUR PROC +CCC","6.0x"
"A09A","RENAL TRANSPLANT+PANCREAS/+CCC","6.0x"
"A09B","RENAL TRANSPLANT -PANCREAS-CCC","6.0x"
"A10Z","INSERTION OF VAD","6.0x"
"A11A","INS IMPLNT SP INFUS DEV+CCC","6.0x"
"A11B","INS IMPLNT SP INFUS DEV-CCC","6.0x"
"A12Z","INS NEUROSTIMULATOR DEV","6.0x"
"A40Z","ECMO","6.0x"
"B01A","VENTRICULAR SHUNT REV+CSCC","6.0x"
"B01B","VENTRICULAR SHUNT REV-CSCC","6.0x"
"B02A","CRANIAL PROCEDURES + CCC","6.0x"
"B02B","CRANIAL PROCEDURES + SCC","6.0x"
"B02C","CRANIAL PROCEDURES - CSCC","6.0x"
"B03A","SPINAL PROCEDURES +CSCC","6.0x"
"B03B","SPINAL PROCEDURES -CSCC","6.0x"
"B04A","EXTRACRANIAL VASCULAR PR +CCC","6.0x"
"B04B","EXTRACRANIAL VASCULAR PR -CCC","6.0x"
"B05Z","CARPAL TUNNEL RELEASE","6.0x"
"B06A","CBL PSY,MUS DYSY,NPTHY PR+CSCC","6.0x"
"B06B","CBL PSY,MUS DYSY,NPTHY PR-CSCC","6.0x"
"B07A","PRPHL & CRANL NERV & OTH PR+CC","6.0x"
"B07B","PRPHL & CRANL NERV & OTH PR-CC","6.0x"
"B40Z","PLASMAPHERESIS + NEURO DIS SD","6.0x"
"B41Z","TELEMETRIC EEG MONITORING","6.0x"
"B42A","NERV SYS DX W VENT SUPPORT+CCC","6.0x"
"B42B","NERV SYS DX W VENT SUPPORT-CCC","6.0x"
"B60A","ACUTE PARA/QUAD+/-OR PR +CCC","6.0x"
"B60B","ACUTE PARA/QUAD+/-OR PR -CCC","6.0x"
"B61A","SPINAL CORD COND+/-OR PR +CSCC","6.0x"
"B61B","SPINAL CORD COND+/-OR PR -CSCC","6.0x"
"B62Z","APHERESIS","6.0x"
"E71A","RESPIRATORY NEOPLASMS +CCC","6.0x"
"E71B","RESPIRATORY NEOPLASMS -CCC","6.0x"
"E72Z","RESP PROBS FROM NEONATL PERIOD","6.0x"
"E73A","PLEURAL EFFUSION +CCC","6.0x"
"E73B","PLEURAL EFFUSN + SMCC","6.0x"
"E73C","PLEURAL EFFUSION -CC","6.0x"
"E74A","INTERSTITAL LUNG DIS +CCC","6.0x"
"E74B","INTERSTITIAL LUNG DIS +SMCC","6.0x"
"E74C","INTERSTITIAL LUNG DIS -CC","6.0x"
"E75A","OTHER RESP SYS DX +CCC","6.0x"
"E75B","OTHER RESP SYS DIS -CC","6.0x"
"E75C","OTHER RESP SYS DX - CC","6.0x"
"E76Z","RESPIRATORY TUBERCULOSIS","6.0x"
"F01A","IMPLNTN/REPLCMNT AICD TTL+CCC","6.0x"
"F01B","IMPLNTN/REPLCMNT AICD TTL-CCC","6.0x"
"F02Z","OTHER AICD PROCEDURES","6.0x"
"F03A","CRDC VALV PR+PMP+INV INVES+CCC","6.0x"
"F03B","CRDC VALV PR+PMP+INV INVES-CCC","6.0x"
"F04A","CRD VLV PR+PMP-INV INVES+CCC","6.0x"
"F04B","CRD VLV PR+PMP-INV INVES-CCC","6.0x"
"F05A","CRNRY BYPSS+INV INVES+REOP/CCC","6.0x"
"F05B","CRNRY BYPSS+INV INVES-REOP-CCC","6.0x"
"F06A","CRNRY BYPSS-INV INVS+REOP/CSCC","6.0x"
"F06B","CRNRY BYPSS-INV INVS-REOP-CSCC","6.0x"
"F07A","OTHER CARDTHOR/VASC PR+PMP+CCC","6.0x"
"F07B","OTHER CARDTHOR/VASC PR+PMP-CCC","6.0x"
"F07C","OTHER CARDTHOR/VASC PR+PMP-CC","6.0x"
"F08A","MJR RECONSTRC VASC PR-PUMP+CCC","6.0x"
"F08B","MJR RECONSTRC VASC PR-PUMP-CCC","6.0x"
"F09A","OTH CARDIOTHOR PR-PMP+CCC","6.0x"
"F09B","OTH CARDIOTHOR PR-PMP -CCC","6.0x"
"F09C","OTH CARDIOTHOR PR-PMP -CC","6.0x"
"F10A","INTERVENTN CORONARY PR+AMI+CCC","6.0x"
"F10B","INTERVENTN CORONARY PR+AMI-CCC","6.0x"
"F11A","AMPUTN CIRC SYS-UP LMB&TOE+CCC","6.0x"
"F11B","AMPUTN CIRC SYS-UP LMB&TOE-CCC","6.0x"
"F12A","IMPLANT/REPLCE PM,TOT SYS +CCC","6.0x"
"F12B","IMPLANT/REPLCE PM,TOT SYS -CCC","6.0x"
"F13A","UP LIMB&TOE AMP CIRC DIS +CSCC","6.0x"
"F13B","UP LIMB&TOE AMP CIRC DIS -CSCC","6.0x"
"F14A","VASC PR-MJR RECONSTRC-PUMP+CCC","6.0x"
"F14B","VASC PR-MJR RECONSTR-PUMP+SMCC","6.0x"
"F14C","VASC PR-MJR RECONSTR-PUMP-CC","6.0x"
"F15A","INTER CORONARY PR-AMI+STN+CSCC","6.0x"
"F15B","INTER CORONRY PR-AMI+STNT-CSCC","6.0x"
"F16A","INTERVN CORONARY PR-AMI-STN+CC","6.0x"
"F16B","INTERV CORONARY PR-AMI-STNT-CC","6.0x"
"F17A","INSERT/REPLACE PM GENERTR+CSCC","6.0x"
"F17B","INSERT/REPLACE PM GENERTR-CSCC","6.0x"
"F18A","OTHER PACEMAKER PROCS +CC","6.0x"
"F18B","OTHER PACEMAKER PROCS -CC","6.0x"
"F19Z","TRNS-VSCLR PERC CRDC INTRV","6.0x"
"F20Z","VEIN LIGATION & STRIPPING","6.0x"
"F21A","OTH CIRC SYS OR PR+CCC","6.0x"
"F21B","OTH CIRC SYS OR PR -CCC","6.0x"
"F40A","CIRC SYS DX+VENTILTR SUPPT+CCC","6.0x"
"F40B","CIRC SYS DX+VENTILTR SUPPT-CCC","6.0x"
"F41A","CRC DSRD+AMI+INVA INVE PR+CSCC","6.0x"
"F41B","CRC DSRD+AMI+INVA INVE PR-CSCC","6.0x"
"F42A","CRC DSRD-AMI+IC IN PR +CSCC","6.0x"
"F42B","CRC DSRD-AMI+IC IN PR -CSCC","6.0x"
"F42C","CRC DSRD-AMI+IC IN PR SD","6.0x"
"F43Z","CIRC SYS DIAG W NIV","6.0x"
"F60A","CRC DSRD+AMI-INVA INVE PR+CCC","6.0x"
"F60B","CRC DSRD+AMI-INVA INVE PR-CCC","6.0x"
"F61A","INFECTIVE ENDOCARDITIS +CCC","6.0x"
"F61B","INFECTIVE ENDOCARDITIS -CCC","6.0x"
"F62A","HEART FAILURE & SHOCK +CCC","6.0x"
"F62B","HEART FAILURE & SHOCK -CCC","6.0x"
"F63A","VENOUS THROMBOSIS +CSCC","6.0x"
"20.38","Gynaecology","Tier2"
"20.39","Gynaecological oncology","Tier2"
"20.4","Obstetrics","Tier2"
"20.4","Obstetrics – management of pregnancy without complications","Tier2"
"20.40","Obstetrics","Tier2"
"20.40","Obstetrics – management of pregnancy without complications","Tier2"
"20.41","Immunology","Tier2"
"20.42","Medical oncology – consultation","Tier2"
"20.43","Radiation therapy – consultation","Tier2"
"20.44","Infectious Diseases","Tier2"
"20.45","Psychiatry","Tier2"
"20.46","Plastic and Reconstructive Surgery","Tier2"
"20.47","Rehabilitation","Tier2"
"20.48","Multidisciplinary Burns Clinic","Tier2"
"20.49","Geriatric Evaluation and Management (GEM)","Tier2"
"20.5","Psychogeriatric","Tier2"
"20.50","Psychogeriatric","Tier2"
"20.51","Sleep Disorders","Tier2"
"20.52","Addiction Medicine","Tier2"
"B63Z","DMNTIA&CHRNIC DISTURB CRBRL FN","6.0x"
"B64A","DELIRIUM+CCC","6.0x"
"B64B","DELIRIUM-CCC","6.0x"
"B65Z","CEREBRAL PALSY","6.0x"
"B66A","NERVOUS SYSTEM NEOPLASM+CSCC","6.0x"
"B66B","NERVOUS SYSTEM NEOPLASM-CSCC","6.0x"
"B67A","DEGNRTV NERV SYS DIS+CSCC","6.0x"
"B67B","DEGNRTV NERV SYS DIS+MCC","6.0x"
"B67C","DEGNRTV NERV SYS DIS-CC","6.0x"
"B68A","MLT SCLROSIS&CEREBEL ATAXIA+CC","6.0x"
"B68B","MLT SCLROSIS&CEREBEL ATAXIA-CC","6.0x"
"B69A","TIA & PRECEREBRAL OCCLUSN+CSCC","6.0x"
"B69B","TIA & PRECEREBRAL OCCLUSN-CSCC","6.0x"
"B70A","STROKE & OTH CEREB DIS +CCC","6.0x"
"B70B","STROKE & OTH CEREB DIS +SCC","6.0x"
"B70C","STROKE & OTH CEREB DIS -CSCC","6.0x"
"B70D","STRKE&OTH CEREB DIS DIE/TRN<5D","6.0x"
"B71A","CRANIAL & PERIPHL NERV DSRD+CC","6.0x"
"B71B","CRANIAL & PERIPHL NERV DSRD-CC","6.0x"
"B72A","NRVS SYS INF EX VRL MNGTS+CSCC","6.0x"
"B72B","NRVS SYS INF EX VRL MNGTS-CSCC","6.0x"
"B73Z","VIRAL MENINGITIS","6.0x"
"B74A","NONTRAUMATIC STUPOR & COMA +CC","6.0x"
"B74B","NONTRAUMATIC STUPOR & COMA -CC","6.0x"
"B75Z","FEBRILE CONVULSIONS","6.0x"
"B76A","SEIZURES +CSCC","6.0x"
"B76B","SEIZURES -CSCC","6.0x"
"B77Z","HEADACHE","6.0x"
"B78A","INTRACRANIAL INJURY+CSCC","6.0x"
"B78B","INTRACRANIAL INJURY-CSCC","6.0x"
"B79A","SKULL FRACTURES+CSCC","6.0x"
"B79B","SKULL FRACTURES-CSCC","6.0x"
"B80Z","OTHER HEAD INJURY","6.0x"
"B81A","OTHER DSRD OF NERVOUS SYS+CSCC","6.0x"
"B81B","OTHER DSRD OF NERVOUS SYS-CSCC","6.0x"
"B82A","CHR UNSP PARA/QUAD+/-OR+SGFR","6.0x"
"B82B","CHR UNSP PARA/QUAD+/-PR+SCC","6.0x"
"B82C","CHR UNSP PARA/QUAD+/- PR -CSCC","6.0x"
"C01Z","PROC FOR PENETRATNG EYE INJURY","6.0x"
"C02Z","ENUCLEATIONS & ORBITAL PROCS","6.0x"
"C03Z","RETINAL PROCEDURES","6.0x"
"C04Z","MAJOR CORN, SCLERAL&CONJNCT PR","6.0x"
"C05Z","DACRYOCYSTORHINOSTOMY","6.0x"
"C10Z","STRABISMUS PROCEDURES","6.0x"
"C11Z","EYELID PROCEDURES","6.0x"
"C12Z","OTHER CORN, SCLERAL&CONJNCT PR","6.0x"
"C13Z","LACRIMAL PROCEDURES","6.0x"
"C14Z","OTHER EYE PROCEDURES","6.0x"
"C15A","GLAUCOMA/CX CATARACT PROCS","6.0x"
"C15B","GLAUCOMA/CX CATARACT PROCS, SD","6.0x"
"C16Z","LENS PROCEDURES","6.0x"
"C60A","AC & MJR EYE INFECTN +CC","6.0x"
